temp_amb;cara_1;cara_2;corriente;tiempo;diferencia
26,07;120,97;80,83;1,255913854;346220;40,14
26,04;121;80,91;1,253763318;345872;40,09
26,02;121,04;80,95;1,255483747;345648;40,09
26,01;121,12;81,01;1,253333211;345424;40,11
26,01;121,15;81,05;1,256343961;345368;40,1
26;121,11;81,12;1,252903104;345420;39,99
26;121,02;81,17;1,255483747;344984;39,85
26;120,98;81,21;1,254623532;344948;39,77
26;120,91;81,29;1,254623532;344924;39,62
25,99;120,89;81,37;1,254193425;344780;39,52
26;120,82;81,41;1,255053639;344864;39,41
26;120,81;81,48;1,255913854;344748;39,33
26,01;120,77;81,55;1,254193425;344764;39,22
26,01;120,74;81,6;1,255053639;344776;39,14
26,02;120,74;81,66;1,254623532;344808;39,08
26,03;120,75;81,71;1,255053639;344804;39,04
26,01;120,76;81,78;1,25204289;344720;38,98
26,02;120,78;81,84;1,254623532;344796;38,94
26,02;120,8;81,88;1,255053639;344752;38,92
26,02;120,81;81,95;1,253333211;344800;38,86
26,01;120,84;82;1,25204289;344716;38,84
26;120,86;82,05;1,255053639;344740;38,81
25,99;120,89;82,09;1,255053639;344752;38,8
25,99;120,93;82,12;1,257204175;344716;38,81
25,98;120,95;82,18;1,253333211;344632;38,77
25,99;121,01;82,25;1,256774068;344640;38,76
25,98;121,01;82,3;1,254193425;344612;38,71
25,96;121,06;82,35;1,256774068;344596;38,71
25,95;121,07;82,35;1,252903104;344640;38,72
25,95;121,13;82,45;1,254193425;344668;38,68
25,92;121,19;82,52;1,254623532;344728;38,67
25,92;121,25;82,58;1,254623532;344656;38,67
25,92;121,3;82,63;1,255053639;344696;38,67
25,9;121,35;82,69;1,254623532;344720;38,66
25,9;121,4;82,73;1,253333211;344764;38,67
25,89;121,45;82,81;1,253333211;344860;38,64
25,9;121,48;82,85;1,254193425;344784;38,63
25,9;121,5;82,94;1,254193425;344720;38,56
25,91;121,53;82,99;1,258924603;344748;38,54
25,92;121,55;83,04;1,254193425;344508;38,51
25,91;121,6;83,12;1,254193425;344472;38,48
25,92;121,61;83,14;1,25204289;344576;38,47
25,92;121,69;83,21;1,253763318;344460;38,48
25,91;121,74;83,23;1,253333211;344528;38,51
25,91;121,81;83,3;1,253333211;344520;38,51
25,92;121,84;83,39;1,252472997;344460;38,45
25,93;121,89;83,44;1,254193425;344512;38,45
25,92;121,95;83,5;1,253333211;344584;38,45
25,92;122,02;83,56;1,252903104;344556;38,46
25,93;122,08;83,59;1,253333211;344584;38,49
25,93;122,13;83,65;1,253333211;344588;38,48
25,92;122,23;83,69;1,256343961;344620;38,54
25,94;122,29;83,73;1,251612782;344628;38,56
25,92;122,37;83,78;1,252472997;344584;38,59
25,94;122,41;83,84;1,249462247;344624;38,57
25,93;122,46;83,9;1,25204289;344568;38,56
25,93;122,55;83,99;1,25204289;344604;38,56
25,92;122,66;84,04;1,25204289;344500;38,62
25,93;122,75;84,09;1,249462247;344396;38,66
25,92;122,84;84,14;1,250322461;344292;38,7
25,92;122,92;84,22;1,252472997;344096;38,7
25,9;123;84,22;1,252472997;344024;38,78
25,89;123,11;84,31;1,253333211;344276;38,8
25,89;123,21;84,4;1,250322461;344300;38,81
25,87;123,38;84,44;1,25204289;344344;38,94
25,88;123,44;84,49;1,250322461;344368;38,95
25,89;123,55;84,56;1,250752568;344516;38,99
25,88;123,68;84,61;1,249462247;344544;39,07
25,89;123,8;84,64;1,250322461;344488;39,16
25,88;123,94;84,69;1,250322461;344336;39,25
25,89;124,06;84,76;1,250322461;344288;39,3
25,89;124,19;84,81;1,249892354;344408;39,38
25,9;124,33;84,9;1,250322461;344356;39,43
25,9;124,41;84,96;1,25204289;344364;39,45
25,9;124,51;85,04;1,249892354;344332;39,47
25,9;124,54;85,07;1,250322461;344436;39,47
25,91;124,59;85,12;1,246451497;344460;39,47
25,91;124,59;85,16;1,248602033;344260;39,43
25,92;124,61;85,18;1,247311711;344308;39,43
25,92;124,6;85,23;1,247741818;344268;39,37
25,93;124,53;85,25;1,247311711;344292;39,28
25,93;124,57;85,33;1,248171926;344448;39,24
25,93;124,57;85,39;1,247741818;344364;39,18
25,94;124,53;85,47;1,248171926;344328;39,06
25,94;124,49;85,52;1,249462247;344320;38,97
25,95;124,51;85,64;1,247311711;344276;38,87
25,96;124,5;85,69;1,249892354;344460;38,81
25,96;124,51;85,72;1,246881604;344304;38,79
25,97;124,52;85,78;1,249892354;344464;38,74
25,97;124,55;85,88;1,246451497;344536;38,67
25,99;124,59;85,92;1,24903214;344376;38,67
26;124,6;85,97;1,247741818;344484;38,63
26;124,65;86,01;1,249892354;344580;38,64
26,01;124,74;86,05;1,245591283;344556;38,69
26,01;124,8;86,1;1,248171926;344488;38,7
26,02;124,91;86,17;1,247311711;344716;38,74
26,03;124,94;86,19;1,249462247;344572;38,75
26,03;125,06;86,27;1,247741818;344580;38,79
26,04;125,19;86,34;1,247311711;344564;38,85
26,04;125,2;86,38;1,249462247;344528;38,82
26,04;125,24;86,41;1,24903214;344540;38,83
26,06;125,27;86,52;1,249892354;344548;38,75
26,06;125,3;86,56;1,247741818;344600;38,74
26,06;125,33;86,58;1,249892354;344628;38,75
26,06;125,31;86,65;1,247311711;344636;38,66
26,07;125,34;86,73;1,248171926;344552;38,61
26,07;125,33;86,8;1,245591283;344576;38,53
26,09;125,35;86,83;1,248171926;344584;38,52
26,1;125,35;86,91;1,246881604;344532;38,44
26,1;125,32;86,96;1,247741818;344540;38,36
26,11;125,31;87,02;1,24301064;344588;38,29
26,11;125,29;87,04;1,247741818;344532;38,25
26,12;125,28;87,08;1,24602139;344508;38,2
26,13;125,3;87,15;1,245591283;344592;38,15
26,13;125,28;87,25;1,245161176;344540;38,03
26,13;125,24;87,28;1,245161176;344608;37,96
26,14;125,22;87,36;1,247311711;344520;37,86
26,17;125,24;87,42;1,245161176;344624;37,82
26,16;125,24;87,46;1,246451497;344552;37,78
26,17;125,24;87,51;1,246881604;344572;37,73
26,18;125,29;87,56;1,248171926;344604;37,73
26,19;125,33;87,6;1,246451497;344568;37,73
26,19;125,35;87,65;1,247741818;344576;37,7
26,21;125,39;87,69;1,246451497;344608;37,7
26,21;125,47;87,77;1,247311711;344648;37,7
26,21;125,54;87,82;1,24602139;344612;37,72
26,22;125,6;87,89;1,24602139;344644;37,71
26,23;125,66;87,93;1,24602139;344680;37,73
26,24;125,74;87,99;1,24903214;344736;37,75
26,25;125,78;88,03;1,246881604;344768;37,75
26,25;125,83;88,08;1,246881604;344752;37,75
26,25;125,9;88,13;1,246451497;344780;37,77
26,25;125,99;88,21;1,248602033;344844;37,78
26,24;126,1;88,26;1,246451497;344772;37,84
26,24;126,16;88,32;1,247741818;344804;37,84
26,23;126,26;88,4;1,24602139;344764;37,86
26,23;126,32;88,45;1,249462247;344812;37,87
26,23;126,37;88,48;1,247311711;344772;37,89
26,23;126,42;88,51;1,247741818;344792;37,91
26,24;126,48;88,59;1,245591283;344768;37,89
26,24;126,55;88,62;1,249892354;344720;37,93
26,24;126,65;88,68;1,245161176;344760;37,97
26,24;126,66;88,72;1,247311711;344760;37,94
26,24;126,73;88,8;1,245591283;344648;37,93
26,25;126,77;88,85;1,246881604;344620;37,92
26,24;126,81;88,89;1,24602139;344624;37,92
26,24;126,82;88,94;1,246451497;344600;37,88
26,25;126,86;88,99;1,245161176;344632;37,87
26,25;126,88;89,01;1,247311711;344648;37,87
26,25;126,91;89,05;1,24602139;344648;37,86
26,26;126,94;89,08;1,246451497;344776;37,86
26,26;126,99;89,17;1,240860105;344748;37,82
26,27;127,03;89,23;1,245161176;344772;37,8
26,25;127,03;89,26;1,24301064;344744;37,77
26,26;127,07;89,36;1,243870854;344740;37,71
26,26;127,09;89,43;1,242150426;344548;37,66
26,27;127,16;89,48;1,24602139;344616;37,68
26,27;127,21;89,56;1,243440747;344568;37,65
26,25;127,24;89,58;1,247311711;344636;37,66
26,26;127,28;89,64;1,242580533;344704;37,64
26,25;127,33;89,67;1,246881604;344700;37,66
26,24;127,36;89,69;1,243440747;344832;37,67
26,23;127,43;89,75;1,24602139;344812;37,68
26,22;127,51;89,8;1,24301064;344920;37,71
26,22;127,59;89,86;1,245591283;344988;37,73
26,22;127,67;89,9;1,244300961;345080;37,77
26,21;127,73;89,93;1,245161176;345012;37,8
26,21;127,81;89,99;1,242580533;344944;37,82
26,2;127,88;90,03;1,245591283;344840;37,85
26,19;127,94;90,08;1,24301064;344824;37,86
26,19;127,96;90,14;1,25204289;344768;37,82
26,19;128,06;90,23;1,257204175;344824;37,83
26,19;128,13;90,26;1,247311711;344728;37,87
26,2;128,17;90,32;1,247741818;344652;37,85
26,19;128,21;90,41;1,243870854;344444;37,8
26,18;128,24;90,43;1,244300961;344604;37,81
26,17;128,29;90,48;1,24602139;344616;37,81
26,16;128,28;90,47;1,245591283;344688;37,81
26,17;128,3;90,53;1,245591283;344736;37,77
26,16;128,35;90,61;1,24602139;344612;37,74
26,17;128,36;90,63;1,247741818;344708;37,73
26,17;128,37;90,68;1,246881604;344644;37,69
26,18;128,39;90,75;1,248171926;344700;37,64
26,18;128,4;90,8;1,246881604;344612;37,6
26,19;128,42;90,84;1,248171926;344576;37,58
26,19;128,5;90,89;1,242150426;344568;37,61
26,19;128,54;90,95;1,152688146;344508;37,59
26,2;128,63;90,99;1,030967712;344400;37,64
26,19;128,68;91,03;1,218924642;344484;37,65
26,2;128,71;91,04;1,22546454;343976;37,67
26,19;128,78;91,13;1,238279462;344400;37,65
26,17;128,83;91,16;1,246451497;344336;37,67
26,16;128,89;91,23;1,25204289;344340;37,66
26,16;129,01;91,29;1,248602033;344428;37,72
26,15;129,12;91,33;1,215483785;344392;37,79
26,15;129,19;91,39;1,240860105;344420;37,8
26,15;129,28;91,42;1,238709569;344484;37,86
26,15;129,34;91,46;1,240429997;344516;37,88
26,14;129,44;91,49;1,245161176;344436;37,95
26,15;129,52;91,51;1,243870854;344396;38,01
26,15;129,67;91,54;1,249462247;344096;38,13
26,15;129,75;91,58;1,247311711;344008;38,17
26,15;129,76;91,59;1,24903214;343880;38,17
26,15;129,82;91,66;1,248602033;343932;38,16
26,15;129,91;91,73;1,247311711;344036;38,18
26,16;129,97;91,74;1,250322461;344148;38,23
26,14;130,03;91,79;1,25204289;344060;38,24
26,13;130,13;91,83;1,250322461;344084;38,3
26,13;130,18;91,85;1,248171926;344184;38,33
26,13;130,23;91,91;1,250322461;344168;38,32
26,12;130,26;91,95;1,249892354;344024;38,31
26,12;130,27;91,96;1,251182675;344156;38,31
26,12;130,29;91,97;1,250322461;344276;38,32
26,12;130,35;92,02;1,252472997;344200;38,33
26,13;130,36;92,05;1,252903104;344168;38,31
26,13;130,39;92,09;1,250752568;344140;38,3
26,12;130,4;92,13;1,252472997;344136;38,27
26,12;130,43;92,2;1,250322461;344064;38,23
26,13;130,49;92,23;1,252903104;344204;38,26
26,13;130,55;92,26;1,249892354;344120;38,29
26,12;130,58;92,3;1,251612782;344060;38,28
26,13;130,57;92,32;1,250322461;344120;38,25
26,13;130,58;92,37;1,25204289;344124;38,21
26,13;130,61;92,42;1,250752568;344224;38,19
26,14;130,57;92,44;1,25204289;344264;38,13
26,13;130,56;92,45;1,251182675;344208;38,11
26,14;130,62;92,49;1,251182675;344248;38,13
26,14;130,63;92,51;1,251612782;344136;38,12
26,15;130,64;92,54;1,251182675;344272;38,1
26,16;130,66;92,57;1,251182675;344232;38,09
26,16;130,69;92,61;1,249892354;344076;38,08
26,17;130,72;92,63;1,251612782;344056;38,09
26,18;130,78;92,66;1,249462247;343952;38,12
26,19;130,79;92,69;1,25204289;343972;38,1
26,18;130,81;92,77;1,250322461;343920;38,04
26,2;130,85;92,78;1,250752568;343900;38,07
26,19;130,88;92,83;1,252472997;343964;38,05
26,17;130,86;92,86;1,251612782;343968;38
26,19;130,92;92,86;1,25204289;343924;38,06
26,18;130,99;92,88;1,250322461;343852;38,11
26,19;131,08;92,93;1,251182675;343932;38,15
26,19;131,12;92,96;1,25204289;343916;38,16
26,19;131,14;92,98;1,251612782;343992;38,16
26,19;131,17;93,02;1,25204289;343936;38,15
26,19;131,18;93,06;1,251182675;343888;38,12
26,2;131,18;93,08;1,252903104;343928;38,1
26,19;131,2;93,13;1,250322461;343868;38,07
26,19;131,17;93,19;1,252903104;343780;37,98
26,2;131,17;93,2;1,250752568;343732;37,97
26,2;131,15;93,28;1,251612782;343644;37,87
26,21;131,13;93,33;1,254193425;343580;37,8
26,21;131,13;93,38;1,252472997;343400;37,75
26,23;131,13;93,41;1,253333211;343384;37,72
26,23;131,12;93,48;1,250322461;343120;37,64
26,24;131,17;93,5;1,25204289;343260;37,67
26,24;131,19;93,53;1,252472997;343232;37,66
26,24;131,21;93,57;1,251182675;343316;37,64
26,24;131,27;93,56;1,253333211;343376;37,71
26,24;131,3;93,65;0;342788;37,65
26,25;131,31;93,65;0;342916;37,66
26,25;131,36;93,77;0;342920;37,59
26,25;131,32;93,9;0;342956;37,42
26,25;131,26;94,06;0;343072;37,2
26,26;131,09;94,3;0;343164;36,79
26,28;130,8;94,57;0;343436;36,23
26,28;130,42;94,86;0;343956;35,56
26,29;130,05;95,32;0;343104;34,73
26,29;129,69;95,65;0;342712;34,04
26,29;129,23;96;0;343440;33,23
26,3;128,81;96,36;0;343748;32,45
26,3;128,41;96,66;0;344292;31,75
26,3;127,98;96,96;0;344040;31,02
26,31;127,54;97,44;0;343480;30,1
26,31;127,09;97,8;0;343484;29,29
26,32;126,66;98,12;0;343892;28,54
26,33;126,21;98,42;0;344296;27,79
26,33;125,76;98,73;0;344508;27,03
26,33;125,3;99,09;0;344316;26,21
26,34;124,81;99,4;0;343644;25,41
26,34;124,34;99,69;0;343812;24,65
26,35;123,89;99,86;0;344092;24,03
26,36;123,41;100,13;0;344500;23,28
26,36;123;100,37;0;344300;22,63
26,36;122,49;100,61;0;344800;21,88
26,36;122,01;100,8;0;344800;21,21
26,36;121,59;101,04;0;344568;20,55
26,35;121,2;101,27;0;343636;19,93
26,34;120,76;101,47;0;343744;19,29
26,34;120,33;101,63;0;343812;18,7
26,35;119,94;101,73;0;343952;18,21
26,34;119,51;101,87;0;344232;17,64
26,33;119,07;102,02;0;344604;17,05
26,32;118,71;102,13;0;344520;16,58
26,32;118,34;102,23;0;344752;16,11
26,33;117,97;102,33;0;344704;15,64
26,32;117,6;102,47;0;344248;15,13
26,32;117,2;102,55;0;344852;14,65
26,33;116,82;102,61;0;344940;14,21
26,32;116,51;102,7;0;344828;13,81
26,33;116,12;102,75;0;344984;13,37
26,34;115,82;102,85;0;344808;12,97
26,35;115,51;102,92;0;344556;12,59
26,35;115,13;102,98;0;344708;12,15
26,36;114,87;103,05;0;343852;11,82
26,36;114,61;103,14;0;343188;11,47
26,36;114,18;103,15;0;343640;11,03
26,35;113,92;103,21;0;343580;10,71
26,34;113,63;103,22;0;343420;10,41
26,34;113,33;103,22;0;343580;10,11
26,33;113,03;103,2;0;343760;9,83
26,32;112,71;103,23;0;343824;9,48
26,32;112,43;103,22;0;343752;9,21
26,32;112,16;103,18;0;343784;8,98
26,32;111,91;103,2;0;343584;8,71
26,31;111,6;103,2;0;343728;8,4
26,3;111,33;103,19;0;343784;8,14
26,3;111,11;103,09;0;344024;8,02
26,3;110,84;103,01;0;344432;7,83
26,3;110,62;103;0;344400;7,62
26,3;110,3;102,94;0;344864;7,36
26,29;110,11;102,89;0;344936;7,22
26,3;109,84;102,81;0;344884;7,03
26,29;109,63;102,75;0;344724;6,88
26,28;109,37;102,72;0;344760;6,65
26,27;109,13;102,66;0;344704;6,47
26,27;108,88;102,59;0;344728;6,29
26,27;108,62;102,57;0;344888;6,05
26,26;108,38;102,51;0;344872;5,87
26,26;108,17;102,46;0;344932;5,71
26,26;107,92;102,4;0;344776;5,52
26,26;107,71;102,34;0;344752;5,37
26,26;107,51;102,25;0;344744;5,26
26,26;107,3;102,22;0;344612;5,08
26,26;107,16;102,15;0;344268;5,01
26,25;107,05;102,11;0;344144;4,94
26,26;106,78;102;0;344016;4,78
26,26;106,49;101,93;0;344500;4,56
26,27;106,3;101,88;0;344380;4,42
26,26;106,14;101,81;0;344112;4,33
26,27;106;101,76;0;343916;4,24
26,27;105,92;101,71;0;343852;4,21
26,28;105,96;101,66;0;343628;4,3
26,29;105,93;101,6;0;343708;4,33
26,28;105,52;101,48;0;343780;4,04
26,28;105,2;101,39;0;343908;3,81
26,29;104,94;101,33;0;344100;3,61
26,29;104,72;101,27;0;344168;3,45
26,3;104,52;101,13;0;344428;3,39
26,3;104,33;100,97;0;344352;3,36
26,3;104,18;100,88;0;344284;3,3
26,3;104;100,8;0;344072;3,2
26,31;103,84;100,74;0;344120;3,1
26,3;103,6;100,67;0;344556;2,93
26,31;103,38;100,55;0;344756;2,83
26,31;103,22;100,47;0;344724;2,75
26,32;103,04;100,39;0;344716;2,65
26,31;102,85;100,27;0;344800;2,58
26,31;102,65;100,19;0;344976;2,46
26,32;102,45;100,12;0;344944;2,33
26,32;102,37;100,02;0;344800;2,35
26,32;102,2;99,92;0;344516;2,28
26,32;102,06;99,82;0;344228;2,24
26,32;101,91;99,76;0;344112;2,15
26,33;101,7;99,7;0;344192;2
26,33;101,49;99,59;0;344284;1,9
26,33;101,35;99,49;0;344168;1,86
26,33;101,22;99,42;0;344032;1,8
26,33;101,06;99,33;0;344052;1,73
26,34;100,91;99,25;0;343952;1,66
26,33;100,78;99,12;0;344396;1,66
26,34;100,58;98,97;0;344876;1,61
26,35;100,45;98,87;0;345016;1,58
26,35;100,35;98,77;0;344944;1,58
26,35;100,2;98,67;0;344792;1,53
26,36;100,07;98,55;0;344656;1,52
26,36;99,92;98,46;0;344544;1,46
26,37;99,77;98,35;0;344424;1,42
26,37;99,62;98,29;0;344380;1,33
26,38;99,49;98,2;0;344388;1,29
26,38;99,38;98,11;0;344100;1,27
26,38;99,31;97,99;0;343824;1,32
26,39;99,17;97,89;0;343744;1,28
26,38;99,04;97,8;0;343324;1,24
26,39;98,96;97,74;0;343172;1,22
26,39;98,87;97,66;0;343088;1,21
26,39;98,74;97,53;0;342836;1,21
26,39;98,57;97,42;0;342764;1,15
26,39;98,49;97,34;0;342936;1,15
26,39;98,38;97,19;0;343588;1,19
26,39;98,31;97,06;0;343820;1,25
26,4;98,13;96,93;0;344260;1,2
26,4;97,97;96,82;0;344288;1,15
26,4;97,89;96,74;0;344148;1,15
26,4;97,75;96,66;0;344008;1,09
26,4;97,6;96,6;0;343880;1
26,4;97,46;96,47;0;343800;0,99
26,4;97,39;96,41;0;343796;0,98
26,41;97,21;96,33;0;343668;0,88
26,42;97,08;96,25;0;343536;0,83
26,41;97;96,12;0;343420;0,88
26,41;96,88;96,07;0;343292;0,81
26,42;96,74;95,95;0;343148;0,79
26,43;96,62;95,88;0;343020;0,74
26,43;96,49;95,78;0;343064;0,71
26,43;96,37;95,65;0;343244;0,72
26,43;96,21;95,54;0;343412;0,67
26,44;96,11;95,44;0;343428;0,67
26,45;96;95,39;0;343444;0,61
26,45;95,88;95,23;0;343856;0,65
26,45;95,76;95,13;0;344028;0,63
26,46;95,66;94,97;0;344208;0,69
26,46;95,56;94,87;0;344124;0,69
26,47;95,47;94,81;0;344096;0,66
26,47;95,37;94,69;0;344144;0,68
26,47;95,23;94,6;0;344056;0,63
26,48;95,3;94,5;0;344068;0,8
26,48;95,29;94,41;0;344088;0,88
26,48;95,29;94,34;0;343968;0,95
26,48;95,2;94,24;0;343880;0,96
26,49;94,96;94,19;0;343604;0,77
26,48;94,75;94,16;0;343564;0,59
26,47;94,61;94;0;343324;0,61
26,48;94,48;93,94;0;343508;0,54
26,48;94,33;93,85;0;343508;0,48
26,49;94,25;93,73;0;343444;0,52
26,49;94,09;93,61;0;343528;0,48
26,49;93,92;93,5;0;343580;0,42
26,49;93,79;93,41;0;343452;0,38
26,5;93,69;93,33;0;343644;0,36
26,51;93,59;93,17;0;343880;0,42
26,51;93,52;93,04;0;343860;0,48
26,52;93,41;92,96;0;343644;0,45
26,53;93,31;92,9;0;343516;0,41
26,55;93,23;92,81;0;343536;0,42
26,55;93,16;92,72;0;343400;0,44
26,55;93,07;92,62;0;343244;0,45
26,56;92,95;92,51;0;343240;0,44
26,56;92,83;92,47;0;343204;0,36
26,56;92,69;92,39;0;343152;0,3
26,56;92,62;92,28;0;343168;0,34
26,56;92,54;92,21;0;343132;0,33
26,55;92,51;92,12;0;343192;0,39
26,55;92,44;92,03;0;343196;0,41
26,55;92,24;91,93;0;343412;0,31
26,55;92,16;91,85;0;343532;0,31
26,56;92,11;91,75;0;343660;0,36
26,56;92,03;91,63;0;343452;0,4
26,57;91,95;91,57;0;343436;0,38
26,57;91,82;91,48;0;343292;0,34
26,58;91,69;91,41;0;343376;0,28
26,58;91,59;91,33;0;343320;0,26
26,59;91,43;91,22;0;343936;0,21
26,59;91,31;91,11;0;343864;0,2
26,59;91,19;91,02;0;343924;0,17
26,6;91,1;90,94;0;344048;0,16
26,61;90,93;90,85;0;344120;0,08
26,61;90,86;90,73;0;344196;0,13
26,62;90,75;90,65;0;344288;0,1
26,63;90,66;90,55;0;344412;0,11
26,64;90,59;90,46;0;344304;0,13
26,64;90,49;90,37;0;344572;0,12
26,65;90,43;90,23;0;344820;0,2
26,66;90,31;90,13;0;344692;0,18
26,66;90,23;90,06;0;344504;0,17
26,66;90,14;89,95;0;344296;0,19
26,66;90,07;89,89;0;344148;0,18
26,66;89,97;89,82;0;344080;0,15
26,67;89,87;89,7;0;343768;0,17
26,67;89,74;89,65;0;343712;0,09
26,68;89,75;89,57;0;343632;0,18
26,68;89,71;89,51;0;343452;0,2
26,69;89,62;89,42;0;343736;0,2
26,69;89,48;89,25;0;344260;0,23
26,69;89,37;89,16;0;344356;0,21
26,69;89,28;89,09;0;344612;0,19
26,69;89,18;89,02;0;344500;0,16
26,69;89,09;88,94;0;344440;0,15
26,69;89;88,86;0;344508;0,14
26,68;88,91;88,77;0;344292;0,14
26,68;88,8;88,68;0;344144;0,12
26,68;88,73;88,57;0;344236;0,16
26,68;88,66;88,5;0;344168;0,16
26,68;88,6;88,45;0;344176;0,15
26,69;88,5;88,38;0;344124;0,12
26,68;88,45;88,26;0;344048;0,19
26,69;88,32;88,16;0;344048;0,16
26,68;88,31;88,11;0;343996;0,2
26,68;88,26;88,05;0;343992;0,21
26,68;88,17;87,97;0;343848;0,2
26,68;88,08;87,85;0;343760;0,23
26,68;88;87,8;0;343616;0,2
26,69;87,89;87,69;0;343600;0,2
26,69;87,82;87,6;0;343580;0,22
26,68;87,76;87,55;0;343380;0,21
26,68;87,72;87,46;0;343460;0,26
26,68;87,64;87,42;0;343584;0,22
26,68;87,5;87,31;0;343668;0,19
26,68;87,36;87,21;0;343824;0,15
26,67;87,29;87,09;0;343804;0,2
26,68;87,18;87,04;0;343768;0,14
26,67;87,08;86,96;0;343760;0,12
26,67;86,94;86,88;0;343768;0,06
26,67;86,83;86,75;0;343740;0,08
26,67;86,77;86,69;0;343828;0,08
26,66;86,72;86,61;0;343824;0,11
26,67;86,66;86,55;0;343864;0,11
26,68;86,62;86,48;0;343808;0,14
26,69;86,52;86,38;0;343904;0,14
26,7;86,42;86,28;0;343768;0,14
26,7;86,33;86,18;0;343952;0,15
26,7;86,24;86,13;0;343852;0,11
26,71;86,19;86,08;0;343740;0,11
26,72;86,09;86,01;0;343732;0,08
26,72;85,95;85,94;0;343908;0,01
26,72;85,9;85,85;0;343708;0,05
26,72;85,81;85,77;0;343588;0,04
26,72;85,76;85,7;0;343696;0,06
26,72;85,71;85,6;0;343608;0,11
26,72;85,64;85,53;0;343608;0,11
26,7;85,53;85,42;0;343604;0,11
26,68;85,47;85,37;0;343588;0,1
26,66;85,4;85,24;0;343580;0,16
26,65;85,3;85,16;0;343652;0,14
26,64;85,24;85,12;0;343544;0,12
26,64;85,16;85,08;0;343576;0,08
26,63;85,02;85,01;0;343628;0,01
26,62;84,95;84,9;0;343696;0,05
26,62;84,85;84,8;0;343660;0,05
26,61;84,78;84,7;0;343764;0,08
26,6;84,73;84,63;0;343788;0,1
26,6;84,61;84,57;0;343716;0,04
26,59;84,56;84,48;0;343692;0,08
26,59;84,44;84,39;0;343636;0,05
26,58;84,35;84,31;0;343564;0,04
26,58;84,28;84,23;0;343608;0,05
26,58;84,23;84,14;0;343540;0,09
26,57;84,17;84,1;0;343564;0,07
26,56;84,07;83,98;0;343588;0,09
26,57;83,93;83,89;0;343596;0,04
26,56;83,86;83,79;0;343624;0,07
26,55;83,8;83,73;0;343632;0,07
26,54;83,73;83,67;0;343588;0,06
26,53;83,64;83,6;0;343608;0,04
26,51;83,58;83,53;0;343564;0,05
26,51;83,46;83,44;0;343652;0,02
26,49;83,39;83,35;0;343508;0,04
26,48;83,31;83,26;0;343664;0,05
26,47;83,24;83,18;0;343680;0,06
26,45;83,13;83,14;0;343628;0,01
26,44;83,01;83,09;0;343744;0,08
26,42;82,95;82,99;0;343768;0,04
26,4;82,83;82,88;0;344092;0,05
26,38;82,78;82,74;0;344088;0,04
26,36;82,7;82,69;0;344120;0,01
26,35;82,62;82,6;0;344076;0,02
26,35;82,55;82,53;0;344152;0,02
26,33;82,42;82,46;0;344120;0,04
26,33;82,33;82,34;0;344116;0,01
26,32;82,41;82,25;0;344096;0,16
26,32;82,3;82,18;0;344112;0,12
26,32;82,19;82,15;0;344108;0,04
26,3;82,06;82,05;0;344096;0,01
26,28;81,98;82,02;0;344088;0,04
26,25;82,11;81,87;0;344116;0,24
26,23;82,02;81,78;0;344088;0,24
26,22;81,84;81,66;0;344136;0,18
26,21;81,72;81,58;0;344148;0,14
26,19;81,56;81,49;0;344396;0,07
26,17;81,5;81,38;0;344452;0,12
26,16;81,37;81,25;0;344572;0,12
26,16;81,31;81,14;0;344960;0,17
26,15;81,23;81,06;0;345208;0,17
26,15;81,14;80,97;0;345292;0,17
26,14;81,04;80,88;0;345504;0,16
26,12;80,89;80,78;0;345816;0,11
26,1;80,84;80,68;0;345508;0,16
26,08;80,75;80,6;0;345648;0,15
26,06;80,69;80,51;0;345604;0,18
26,04;80,56;80,45;0;345484;0,11
26,03;80,47;80,38;0;345472;0,09
26,01;80,4;80,29;0;345368;0,11
25,99;80,32;80,24;0;345192;0,08
25,98;80,26;80,15;0;344856;0,11
25,97;80,19;80,09;0;344724;0,1
25,97;80,09;80,01;0;344596;0,08
25,96;80,03;79,91;0;344532;0,12
25,96;79,94;79,83;0;344544;0,11
25,95;79,87;79,77;0;344416;0,1
25,95;79,81;79,65;0;344500;0,16
25,94;79,76;79,62;0;344424;0,14
25,93;79,65;79,51;0;344620;0,14
25,92;79,6;79,37;0;344800;0,23
25,92;79,52;79,31;0;344816;0,21
25,91;79,44;79,23;0;344972;0,21
25,9;79,34;79,16;0;344968;0,18
25,89;79,25;79,08;0;345296;0,17
25,88;79,17;78,95;0;345652;0,22
25,86;79,11;78,9;0;345692;0,21
25,85;78,98;78,76;0;345760;0,22
25,84;78,9;78,68;0;345928;0,22
25,84;78,87;78,61;0;345780;0,26
25,83;78,76;78,53;0;345992;0,23
25,83;78,67;78,48;0;346268;0,19
25,83;78,64;78,44;0;346000;0,2
25,83;78,56;78,35;0;346008;0,21
25,84;78,48;78,31;0;346080;0,17
25,84;78,42;78,25;0;345692;0,17
25,84;78,36;78,2;0;345516;0,16
25,85;78,29;78,17;0;345444;0,12
25,84;78,24;78,08;0;345444;0,16
25,85;78,12;78,03;0;345292;0,09
25,85;78,03;77,95;0;345136;0,08
25,85;77,96;77,89;0;344952;0,07
25,85;77,92;77,79;0;344748;0,13
25,85;77,84;77,74;0;344676;0,1
25,84;77,8;77,69;0;344752;0,11
25,84;77,72;77,6;0;344808;0,12
25,84;77,68;77,54;0;344728;0,14
